ProcessingType=2,,,,,,,,,,,,,,,,,,
NumCellSeries=4,,,,,,,,,,,,,,,,,,
ElapsedTimeColumn=0,,,,,,,,,,,,,,,,,,
VoltageColumn=3,,,,,,,,,,,,,,,,,,
CurrentColumn=8,,,,,,,,,,,,,,,,,,
TemperatureColumn=2,,,,,,,,,,,,,,,,,,
Time[s],DataTime,Temperature °C,Volt[mV],VoltC1[mV],VoltC2[mV],VoltC3[mV],VoltC4[mV],Current[mA],RSOC[%],ASOC[%],LStatus,IT Status[hex],Battery Status[hex],Manufacturing Status[hex],Operation Status A[hex],Operation Status B[hex],Safety Status A+B[hex],Safety Status C+D[hex]
10.2,07.04.2022 21:26:38,20.5,13062,3268,3263,3265,3266,0,29,25,4,814,00C0,000E,107,0,0,0
11.4,07.04.2022 21:26:39,20.3,13062,3269,3263,3265,3266,0,29,25,4,814,00C0,000E,107,0,0,0
12.7,07.04.2022 21:26:41,20.4,13053,3267,3260,3262,3263,-46,29,25,4,814,00C0,000E,107,0,0,0
14.0,07.04.2022 21:26:42,20.3,13054,3267,3261,3263,3264,-80,29,25,4,814,00C0,000E,107,0,0,0
15.3,07.04.2022 21:26:43,20.4,13054,3267,3260,3262,3263,-77,29,25,4,814,00C0,000E,107,0,0,0
16.5,07.04.2022 21:26:44,20.4,13051,3267,3259,3263,3263,-177,29,25,4,814,00C0,000E,107,0,0,0
17.8,07.04.2022 21:26:46,20.2,13030,3263,3253,3255,3255,-281,29,25,4,814,00C0,000E,107,0,0,0
19.1,07.04.2022 21:26:47,20.4,13016,3260,3250,3253,3252,-397,29,25,4,814,00C0,000E,107,0,0,0
20.3,07.04.2022 21:26:48,20.4,13013,3260,3249,3252,3252,-411,29,25,4,814,00C0,000E,107,0,0,0
21.6,07.04.2022 21:26:49,20.4,13012,3263,3253,3256,3256,-411,29,25,4,814,00C0,000E,107,0,0,0
22.8,07.04.2022 21:26:51,20.4,13029,3263,3254,3257,3257,-242,29,25,4,814,00C0,000E,107,0,0,0
24.1,07.04.2022 21:26:52,20.4,13020,3260,3250,3253,3252,-326,29,25,4,814,00C0,000E,107,0,0,0
25.3,07.04.2022 21:26:53,20.3,13012,3260,3249,3252,3252,-389,29,25,4,814,00C0,000E,107,0,0,0
26.6,07.04.2022 21:26:54,20.4,13012,3260,3249,3252,3252,-386,29,25,4,814,00C0,000E,107,0,0,0
27.8,07.04.2022 21:26:56,20.4,13012,3260,3249,3252,3252,-385,29,25,4,814,00C0,000E,107,0,0,0
29.1,07.04.2022 21:26:57,20.2,13012,3260,3249,3252,3252,-379,29,25,4,814,00C0,000E,107,0,0,0
30.3,07.04.2022 21:26:58,20.4,13011,3259,3248,3252,3252,-379,29,25,4,814,00C0,000E,107,0,0,0
31.5,07.04.2022 21:26:59,20.3,13012,3259,3248,3252,3251,-377,29,25,4,814,00C0,000E,107,0,0,0
32.8,07.04.2022 21:27:01,20.2,13011,3259,3248,3252,3252,-380,29,25,4,814,00C0,000E,107,0,0,0
34.1,07.04.2022 21:27:02,20.4,13010,3260,3249,3252,3252,-378,29,25,4,814,00C0,000E,107,0,0,0
35.3,07.04.2022 21:27:03,20.3,13012,3259,3249,3252,3252,-362,29,25,4,814,00C0,000E,107,0,0,0
36.6,07.04.2022 21:27:04,20.4,13011,3244,3224,3230,3224,-361,29,25,4,814,00C0,000E,107,0,0,0
37.8,07.04.2022 21:27:06,20.4,12886,3236,3211,3218,3211,-1551,29,24,4,814,00C0,000E,107,0,0,0
39.1,07.04.2022 21:27:07,20.2,12875,3235,3210,3217,3211,-1552,29,24,4,814,00C0,000E,107,0,0,0
40.3,07.04.2022 21:27:08,20.3,12869,3234,3207,3216,3209,-1548,29,24,4,814,00C0,000E,107,0,0,0
41.6,07.04.2022 21:27:09,20.4,12865,3232,3207,3215,3208,-1545,29,24,4,814,00C0,000E,107,0,0,0
42.8,07.04.2022 21:27:11,20.4,12862,3232,3206,3214,3208,-1543,29,24,4,814,00C0,000E,107,0,0,0
44.1,07.04.2022 21:27:12,20.3,12859,3231,3205,3213,3207,-1543,29,24,4,814,00C0,000E,107,0,0,0
45.3,07.04.2022 21:27:13,20.3,12854,3230,3205,3213,3206,-1554,29,24,4,814,00C0,000E,107,0,0,0
46.6,07.04.2022 21:27:14,20.4,12853,3230,3204,3212,3205,-1545,29,24,4,814,00C0,000E,107,0,0,0
47.9,07.04.2022 21:27:16,20,12851,3229,3204,3212,3205,-1542,29,24,4,814,00C0,000E,107,0,0,0
49.1,07.04.2022 21:27:17,20.4,12849,3229,3203,3211,3204,-1543,29,24,4,814,00C0,000E,107,0,0,0
50.3,07.04.2022 21:27:18,20.2,12847,3229,3203,3211,3204,-1542,29,24,4,814,00C0,000E,107,0,0,0
51.6,07.04.2022 21:27:19,20.3,12845,3228,3202,3210,3203,-1543,29,24,4,814,00C0,000E,107,0,0,0
52.9,07.04.2022 21:27:21,20.4,12843,3227,3202,3210,3203,-1543,29,24,4,814,00C0,000E,107,0,0,0
54.2,07.04.2022 21:27:22,20.4,12841,3227,3201,3210,3203,-1540,29,24,4,814,00C0,000E,107,0,0,0
55.4,07.04.2022 21:27:23,20.3,12840,3227,3201,3209,3203,-1542,29,24,4,814,00C0,000E,107,0,0,0
56.7,07.04.2022 21:27:25,20.2,12838,3227,3200,3209,3203,-1541,29,24,4,814,00C0,000E,107,0,0,0
58.0,07.04.2022 21:27:26,20.3,12837,3226,3200,3209,3203,-1540,29,24,4,814,00C0,000E,107,0,0,0
59.2,07.04.2022 21:27:27,20.3,12835,3226,3200,3208,3202,-1542,29,24,4,814,00C0,000E,107,0,0,0
60.5,07.04.2022 21:27:28,20.3,12834,3225,3200,3208,3201,-1540,29,24,4,814,00C0,000E,107,0,0,0
61.7,07.04.2022 21:27:30,20.4,12833,3225,3200,3207,3201,-1541,29,24,4,814,00C0,000E,107,0,0,0
63.0,07.04.2022 21:27:31,20.2,12832,3225,3199,3207,3201,-1540,29,24,4,814,00C0,000E,107,0,0,0
64.3,07.04.2022 21:27:32,20.4,12831,3224,3199,3207,3200,-1539,29,24,4,814,00C0,000E,107,0,0,0
65.5,07.04.2022 21:27:33,20.2,12830,3224,3198,3207,3200,-1541,29,24,4,814,00C0,000E,107,0,0,0
66.8,07.04.2022 21:27:35,20.4,12829,3225,3198,3207,3199,-1539,29,24,4,814,00C0,000E,107,0,0,0
68.1,07.04.2022 21:27:36,20.4,12828,3224,3198,3206,3200,-1539,29,24,4,814,00C0,000E,107,0,0,0
69.3,07.04.2022 21:27:37,20.3,12827,3224,3198,3206,3199,-1539,29,24,4,814,00C0,000E,107,0,0,0
70.5,07.04.2022 21:27:38,20.4,12827,3223,3198,3206,3199,-1540,29,24,4,814,00C0,000E,107,0,0,0
71.8,07.04.2022 21:27:40,20.1,12826,3223,3197,3205,3199,-1540,29,24,4,814,00C0,000E,107,0,0,0
73.1,07.04.2022 21:27:41,20.4,12824,3223,3197,3205,3199,-1539,29,24,4,814,00C0,000E,107,0,0,0
74.3,07.04.2022 21:27:42,20.4,12824,3223,3197,3205,3199,-1539,29,24,4,814,00C0,000E,107,0,0,0
75.6,07.04.2022 21:27:43,20.3,12822,3222,3197,3205,3198,-1538,29,24,4,814,00C0,000E,107,0,0,0
76.8,07.04.2022 21:27:45,20.4,12823,3222,3197,3205,3198,-1539,29,24,4,814,00C0,000E,107,0,0,0
78.1,07.04.2022 21:27:46,20.1,12821,3222,3196,3205,3198,-1538,29,24,4,814,00C0,000E,107,0,0,0
79.3,07.04.2022 21:27:47,20.2,12822,3222,3197,3204,3198,-1540,29,24,4,814,00C0,000E,107,0,0,0
80.6,07.04.2022 21:27:48,20.2,12820,3222,3196,3204,3198,-1538,29,24,4,814,00C0,000E,107,0,0,0
81.8,07.04.2022 21:27:50,20.3,12820,3222,3196,3204,3198,-1538,29,24,4,814,00C0,000E,107,0,0,0
83.1,07.04.2022 21:27:51,20.4,12819,3221,3196,3204,3198,-1538,29,24,4,814,00C0,000E,107,0,0,0
84.4,07.04.2022 21:27:52,20.4,12818,3221,3196,3204,3197,-1539,29,24,4,814,00C0,000E,107,0,0,0
85.6,07.04.2022 21:27:53,20.4,12818,3221,3195,3204,3197,-1538,29,24,4,814,00C0,000E,107,0,0,0
86.9,07.04.2022 21:27:55,20.2,12818,3222,3195,3204,3198,-1538,29,24,4,814,00C0,000E,107,0,0,0
88.2,07.04.2022 21:27:56,20.3,12817,3221,3195,3203,3197,-1537,29,24,4,814,00C0,000E,107,0,0,0
89.4,07.04.2022 21:27:57,20.2,12816,3221,3195,3203,3197,-1537,29,24,4,814,00C0,000E,107,0,0,0
90.7,07.04.2022 21:27:59,20.3,12816,3221,3195,3203,3197,-1537,29,24,4,814,00C0,000E,107,0,0,0
91.9,07.04.2022 21:28:00,20.4,12817,3221,3195,3203,3197,-1538,29,24,4,814,00C0,000E,107,0,0,0
93.2,07.04.2022 21:28:01,20.4,12815,3221,3195,3203,3197,-1537,29,24,4,814,00C0,000E,107,0,0,0
94.4,07.04.2022 21:28:02,20.4,12815,3221,3195,3203,3196,-1538,29,24,4,814,00C0,000E,107,0,0,0
95.7,07.04.2022 21:28:04,20.3,12814,3220,3195,3203,3196,-1537,29,24,4,814,00C0,000E,107,0,0,0
97.0,07.04.2022 21:28:05,20.4,12814,3220,3194,3203,3196,-1537,29,24,4,814,00C0,000E,107,0,0,0
98.2,07.04.2022 21:28:06,20.4,12813,3220,3195,3203,3196,-1538,29,24,4,814,00C0,000E,107,0,0,0
99.5,07.04.2022 21:28:07,20.3,12813,3220,3195,3203,3196,-1537,29,24,4,814,00C0,000E,107,0,0,0
100.7,07.04.2022 21:28:09,20.4,12812,3220,3195,3203,3197,-1539,29,24,4,814,00C0,000E,107,0,0,0
102.0,07.04.2022 21:28:10,20.2,12812,3220,3194,3203,3197,-1536,29,24,4,814,00C0,000E,107,0,0,0
103.2,07.04.2022 21:28:11,20.4,12812,3220,3194,3203,3196,-1538,28,24,4,814,00C0,000E,107,0,0,0
104.5,07.04.2022 21:28:12,20.2,12811,3220,3194,3203,3195,-1537,28,24,4,814,00C0,000E,107,0,0,0
105.7,07.04.2022 21:28:14,20.4,12811,3219,3194,3202,3196,-1536,28,24,4,814,00C0,000E,107,0,0,0
107.0,07.04.2022 21:28:15,20.4,12811,3219,3193,3202,3196,-1538,28,24,4,814,00C0,000E,107,0,0,0
108.3,07.04.2022 21:28:16,20.4,12810,3219,3194,3202,3195,-1538,28,24,4,814,00C0,000E,107,0,0,0
109.5,07.04.2022 21:28:17,20.4,12810,3220,3193,3203,3196,-1537,28,24,4,814,00C0,000E,107,0,0,0
110.8,07.04.2022 21:28:19,20.2,12810,3219,3193,3202,3195,-1537,28,24,4,814,00C0,000E,107,0,0,0
112.0,07.04.2022 21:28:20,20.4,12810,3219,3194,3202,3195,-1536,28,24,4,814,00C0,000E,107,0,0,0
113.3,07.04.2022 21:28:21,20.4,12809,3219,3194,3202,3195,-1537,28,24,4,814,00C0,000E,107,0,0,0
114.5,07.04.2022 21:28:22,20.3,12809,3219,3193,3201,3195,-1536,28,24,4,814,00C0,000E,107,0,0,0
115.8,07.04.2022 21:28:24,20.4,12808,3219,3193,3201,3195,-1536,28,24,4,814,00C0,000E,107,0,0,0
117.0,07.04.2022 21:28:25,20.4,12808,3219,3193,3202,3195,-1538,28,24,4,814,00C0,000E,107,0,0,0
118.3,07.04.2022 21:28:26,20.4,12808,3219,3193,3201,3195,-1536,28,24,4,814,00C0,000E,107,0,0,0
119.6,07.04.2022 21:28:27,20.2,12808,3219,3193,3201,3195,-1538,28,24,4,814,00C0,000E,107,0,0,0
120.8,07.04.2022 21:28:29,20.4,12807,3219,3193,3201,3194,-1537,28,24,4,814,00C0,000E,107,0,0,0
122.1,07.04.2022 21:28:30,20.4,12807,3219,3193,3201,3195,-1537,28,24,4,814,00C0,000E,107,0,0,0
123.4,07.04.2022 21:28:31,20.4,12807,3218,3193,3201,3195,-1537,28,24,4,814,00C0,000E,107,0,0,0
124.6,07.04.2022 21:28:32,20.4,12808,3219,3193,3201,3195,-1536,28,24,4,814,00C0,000E,107,0,0,0
125.9,07.04.2022 21:28:34,20.2,12807,3219,3193,3201,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
127.1,07.04.2022 21:28:35,20.4,12807,3219,3193,3201,3195,-1538,28,24,4,814,00C0,000E,107,0,0,0
128.4,07.04.2022 21:28:36,20.4,12806,3218,3193,3201,3195,-1537,28,24,4,814,00C0,000E,107,0,0,0
129.6,07.04.2022 21:28:37,20.4,12806,3218,3193,3201,3195,-1537,28,24,4,814,00C0,000E,107,0,0,0
130.9,07.04.2022 21:28:39,20.4,12807,3219,3193,3201,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
132.1,07.04.2022 21:28:40,20.4,12806,3218,3193,3201,3195,-1536,28,24,4,814,00C0,000E,107,0,0,0
133.4,07.04.2022 21:28:41,20.2,12805,3218,3193,3201,3194,-1538,28,24,4,814,00C0,000E,107,0,0,0
134.6,07.04.2022 21:28:42,20.2,12805,3218,3192,3201,3194,-1537,28,24,4,814,00C0,000E,107,0,0,0
135.9,07.04.2022 21:28:44,20.4,12806,3218,3192,3201,3195,-1544,28,24,4,814,00C0,000E,107,0,0,0
137.1,07.04.2022 21:28:45,20.4,12804,3219,3192,3200,3194,-1538,28,24,4,814,00C0,000E,107,0,0,0
138.4,07.04.2022 21:28:46,20.3,12804,3218,3193,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
139.7,07.04.2022 21:28:48,20.4,12805,3218,3192,3200,3194,-1537,28,24,4,814,00C0,000E,107,0,0,0
140.9,07.04.2022 21:28:49,20.2,12804,3219,3192,3200,3195,-1537,28,24,4,814,00C0,000E,107,0,0,0
142.2,07.04.2022 21:28:50,20.4,12805,3218,3192,3200,3194,-1537,28,24,4,814,00C0,000E,107,0,0,0
143.5,07.04.2022 21:28:51,20.4,12803,3218,3192,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
144.7,07.04.2022 21:28:53,20.4,12804,3218,3192,3201,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
146.0,07.04.2022 21:28:54,20.5,12804,3218,3192,3200,3193,-1537,28,24,4,814,00C0,000E,107,0,0,0
147.2,07.04.2022 21:28:55,20.4,12804,3218,3192,3201,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
148.5,07.04.2022 21:28:56,20.4,12803,3218,3192,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
149.7,07.04.2022 21:28:58,20.4,12803,3217,3192,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
151.0,07.04.2022 21:28:59,20.4,12803,3218,3192,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
152.3,07.04.2022 21:29:00,20.4,12803,3218,3192,3200,3194,-1535,28,24,4,814,00C0,000E,107,0,0,0
153.5,07.04.2022 21:29:01,20.5,12803,3218,3192,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
154.8,07.04.2022 21:29:03,20.4,12803,3217,3192,3200,3195,-1536,28,24,4,814,00C0,000E,107,0,0,0
156.0,07.04.2022 21:29:04,20.2,12803,3218,3192,3200,3193,-1536,28,24,4,814,00C0,000E,107,0,0,0
157.3,07.04.2022 21:29:05,20.4,12802,3218,3191,3200,3194,-1537,28,24,4,814,00C0,000E,107,0,0,0
158.6,07.04.2022 21:29:06,20.4,12802,3217,3192,3200,3193,-1535,28,24,4,814,00C0,000E,107,0,0,0
159.8,07.04.2022 21:29:08,20.4,12802,3217,3191,3200,3194,-1537,28,24,4,814,00C0,000E,107,0,0,0
161.0,07.04.2022 21:29:09,20.5,12802,3217,3191,3200,3193,-1537,28,24,4,814,00C0,000E,107,0,0,0
162.3,07.04.2022 21:29:10,20.4,12801,3217,3191,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
163.5,07.04.2022 21:29:11,20.4,12802,3217,3192,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
164.8,07.04.2022 21:29:13,20.4,12802,3218,3192,3199,3193,-1535,28,24,4,814,00C0,000E,107,0,0,0
166.0,07.04.2022 21:29:14,20.4,12801,3217,3191,3200,3193,-1536,28,24,4,814,00C0,000E,107,0,0,0
167.3,07.04.2022 21:29:15,20.4,12801,3217,3191,3199,3193,-1537,28,24,4,814,00C0,000E,107,0,0,0
168.6,07.04.2022 21:29:16,20.4,12801,3217,3191,3200,3193,-1536,28,24,4,814,00C0,000E,107,0,0,0
169.8,07.04.2022 21:29:18,20.4,12801,3217,3191,3200,3193,-1536,28,24,4,814,00C0,000E,107,0,0,0
171.0,07.04.2022 21:29:19,20.2,12801,3217,3191,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
172.3,07.04.2022 21:29:20,20.5,12801,3217,3191,3199,3193,-1536,28,24,4,814,00C0,000E,107,0,0,0
173.6,07.04.2022 21:29:21,20.3,12801,3217,3191,3200,3194,-1536,28,24,4,814,00C0,000E,107,0,0,0
174.8,07.04.2022 21:29:23,20.4,12801,3217,3191,3200,3193,-1536,28,24,4,814,00C0,000E,107,0,0,0
176.1,07.04.2022 21:29:24,20.4,12800,3217,3192,3200,3193,-1535,28,24,4,814,00C0,000E,107,0,0,0
177.3,07.04.2022 21:29:25,20.4,12800,3218,3191,3200,3193,-1535,28,24,4,814,00C0,000E,107,0,0,0
178.6,07.04.2022 21:29:26,20.4,12800,3217,3191,3199,3193,-1536,28,23,4,814,00C0,000E,107,0,0,0
179.9,07.04.2022 21:29:28,20.4,12800,3217,3191,3200,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
181.1,07.04.2022 21:29:29,20.5,12800,3217,3191,3200,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
182.4,07.04.2022 21:29:30,20.4,12800,3217,3191,3199,3193,-1536,28,23,4,814,00C0,000E,107,0,0,0
183.7,07.04.2022 21:29:32,20.4,12800,3217,3191,3200,3193,-1536,28,23,4,814,00C0,000E,107,0,0,0
184.9,07.04.2022 21:29:33,20.4,12800,3217,3191,3199,3193,-1537,28,23,4,814,00C0,000E,107,0,0,0
186.2,07.04.2022 21:29:34,20.2,12800,3218,3191,3199,3193,-1536,28,23,4,814,00C0,000E,107,0,0,0
187.4,07.04.2022 21:29:35,20.5,12800,3217,3191,3200,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
188.7,07.04.2022 21:29:37,20.2,12800,3217,3191,3199,3193,-1536,28,23,4,814,00C0,000E,107,0,0,0
190.0,07.04.2022 21:29:38,20.4,12799,3217,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
191.2,07.04.2022 21:29:39,20.3,12800,3217,3191,3199,3193,-1537,28,23,4,814,00C0,000E,107,0,0,0
192.5,07.04.2022 21:29:40,20.5,12799,3217,3191,3199,3193,-1536,28,23,4,814,00C0,000E,107,0,0,0
193.7,07.04.2022 21:29:42,20.4,12799,3217,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
195.0,07.04.2022 21:29:43,20.2,12800,3217,3191,3199,3193,-1537,28,23,4,814,00C0,000E,107,0,0,0
196.2,07.04.2022 21:29:44,20.5,12799,3217,3191,3199,3193,-1542,28,23,4,814,00C0,000E,107,0,0,0
197.5,07.04.2022 21:29:45,20.4,12799,3217,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
198.8,07.04.2022 21:29:47,20.4,12798,3216,3191,3199,3193,-1536,28,23,4,814,00C0,000E,107,0,0,0
200.0,07.04.2022 21:29:48,20.5,12798,3216,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
201.3,07.04.2022 21:29:49,20.5,12799,3217,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
202.5,07.04.2022 21:29:50,20.4,12799,3217,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
203.8,07.04.2022 21:29:52,20.2,12799,3217,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
205.0,07.04.2022 21:29:53,20.5,12799,3217,3191,3199,3192,-1536,28,23,4,814,00C0,000E,107,0,0,0
206.3,07.04.2022 21:29:54,20.5,12799,3216,3190,3199,3192,-1535,28,23,4,814,00C0,000E,107,0,0,0
207.5,07.04.2022 21:29:55,20.5,12799,3217,3191,3199,3192,-1537,28,23,4,814,00C0,000E,107,0,0,0
208.8,07.04.2022 21:29:57,20.5,12799,3216,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
210.0,07.04.2022 21:29:58,20.2,12798,3217,3191,3199,3192,-1536,28,23,4,814,00C0,000E,107,0,0,0
211.3,07.04.2022 21:29:59,20.5,12798,3216,3191,3199,3193,-1534,28,23,4,814,00C0,000E,107,0,0,0
212.5,07.04.2022 21:30:00,20.3,12798,3216,3191,3199,3192,-1535,28,23,4,814,00C0,000E,107,0,0,0
213.8,07.04.2022 21:30:02,20.4,12798,3217,3191,3199,3192,-1535,28,23,4,814,00C0,000E,107,0,0,0
215.1,07.04.2022 21:30:03,20.5,12798,3217,3191,3199,3193,-1536,28,23,4,814,00C0,000E,107,0,0,0
216.3,07.04.2022 21:30:04,20.4,12797,3217,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
217.6,07.04.2022 21:30:05,20.4,12797,3217,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
218.9,07.04.2022 21:30:07,20.2,12798,3216,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
220.1,07.04.2022 21:30:08,20.5,12797,3217,3190,3198,3193,-1534,28,23,4,814,00C0,000E,107,0,0,0
221.3,07.04.2022 21:30:09,20.5,12798,3217,3191,3199,3193,-1536,28,23,4,814,00C0,000E,107,0,0,0
222.6,07.04.2022 21:30:10,20.5,12798,3217,3191,3199,3193,-1535,28,23,4,814,00C0,000E,107,0,0,0
223.9,07.04.2022 21:30:12,20.5,12797,3216,3191,3199,3193,-1536,27,23,4,814,00C0,000E,107,0,0,0
225.1,07.04.2022 21:30:13,20.2,12797,3216,3190,3199,3193,-1534,27,23,4,814,00C0,000E,107,0,0,0
226.3,07.04.2022 21:30:14,20.5,12798,3216,3191,3199,3193,-1536,27,23,4,814,00C0,000E,107,0,0,0
227.6,07.04.2022 21:30:15,20.5,12797,3216,3190,3199,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
228.9,07.04.2022 21:30:17,20.4,12798,3216,3191,3199,3193,-1534,27,23,4,814,00C0,000E,107,0,0,0
230.1,07.04.2022 21:30:18,20.3,12797,3216,3191,3199,3192,-1536,27,23,4,814,00C0,000E,107,0,0,0
231.4,07.04.2022 21:30:19,20.4,12797,3217,3191,3199,3192,-1536,27,23,4,814,00C0,000E,107,0,0,0
232.6,07.04.2022 21:30:20,20.6,12797,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
233.9,07.04.2022 21:30:22,20.3,12797,3216,3191,3199,3192,-1537,27,23,4,814,00C0,000E,107,0,0,0
235.1,07.04.2022 21:30:23,20.5,12797,3216,3190,3199,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
236.4,07.04.2022 21:30:24,20.4,12796,3216,3190,3199,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
237.6,07.04.2022 21:30:25,20.5,12796,3216,3191,3199,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
238.9,07.04.2022 21:30:27,20.5,12797,3216,3190,3199,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
240.2,07.04.2022 21:30:28,20.5,12797,3216,3190,3198,3193,-1536,27,23,4,814,00C0,000E,107,0,0,0
241.4,07.04.2022 21:30:29,20.5,12797,3217,3190,3199,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
242.7,07.04.2022 21:30:31,20.3,12797,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
244.0,07.04.2022 21:30:32,20.5,12797,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
245.2,07.04.2022 21:30:33,20.5,12796,3216,3190,3198,3192,-1533,27,23,4,814,00C0,000E,107,0,0,0
246.5,07.04.2022 21:30:34,20.5,12797,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
247.7,07.04.2022 21:30:36,20.5,12796,3216,3190,3199,3193,-1535,27,23,4,814,00C0,000E,107,0,0,0
249.0,07.04.2022 21:30:37,20.5,12797,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
250.3,07.04.2022 21:30:38,20.5,12796,3216,3190,3198,3193,-1536,27,23,4,814,00C0,000E,107,0,0,0
251.5,07.04.2022 21:30:39,20.5,12797,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
252.8,07.04.2022 21:30:41,20.5,12796,3216,3190,3198,3192,-1536,27,23,4,814,00C0,000E,107,0,0,0
254.0,07.04.2022 21:30:42,20.5,12796,3216,3190,3198,3192,-1536,27,23,4,814,00C0,000E,107,0,0,0
255.3,07.04.2022 21:30:43,20.5,12796,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
256.5,07.04.2022 21:30:44,20.5,12797,3216,3190,3198,3192,-1544,27,23,4,814,00C0,000E,107,0,0,0
257.8,07.04.2022 21:30:46,20.3,12796,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
259.1,07.04.2022 21:30:47,20.5,12796,3216,3190,3199,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
260.3,07.04.2022 21:30:48,20.6,12796,3216,3190,3198,3192,-1537,27,23,4,814,00C0,000E,107,0,0,0
261.6,07.04.2022 21:30:49,20.5,12796,3215,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
262.8,07.04.2022 21:30:51,20.5,12795,3216,3190,3198,3191,-1535,27,23,4,814,00C0,000E,107,0,0,0
264.1,07.04.2022 21:30:52,20.3,12796,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
265.4,07.04.2022 21:30:53,20.5,12796,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
266.6,07.04.2022 21:30:54,20.3,12796,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
267.9,07.04.2022 21:30:56,20.5,12795,3216,3190,3198,3191,-1534,27,23,4,814,00C0,000E,107,0,0,0
269.1,07.04.2022 21:30:57,20.5,12795,3216,3190,3199,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
270.4,07.04.2022 21:30:58,20.5,12795,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
271.6,07.04.2022 21:30:59,20.5,12796,3216,3191,3199,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
272.9,07.04.2022 21:31:01,20.3,12795,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
274.1,07.04.2022 21:31:02,20.5,12796,3215,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
275.4,07.04.2022 21:31:03,20.5,12795,3216,3190,3198,3191,-1534,27,23,4,814,00C0,000E,107,0,0,0
276.7,07.04.2022 21:31:05,20.5,12794,3216,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
277.9,07.04.2022 21:31:06,20.5,12796,3215,3190,3198,3192,-1534,27,23,4,814,00C0,000E,107,0,0,0
279.2,07.04.2022 21:31:07,20.3,12795,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
280.5,07.04.2022 21:31:08,20.5,12795,3216,3190,3198,3192,-1535,27,23,4,814,00C0,000E,107,0,0,0
281.7,07.04.2022 21:31:10,20.4,12795,3216,3190,3198,3192,-1533,27,23,4,814,00C0,000E,107,0,0,0
