ProcessingType=2,,,,,,,,,,,,,,,,,,
NumCellSeries=4,,,,,,,,,,,,,,,,,,
ElapsedTimeColumn=0,,,,,,,,,,,,,,,,,,
VoltageColumn=3,,,,,,,,,,,,,,,,,,
CurrentColumn=8,,,,,,,,,,,,,,,,,,
TemperatureColumn=2,,,,,,,,,,,,,,,,,,
Time[s],DataTime,Temperature °C,Volt[mV],VoltC1[mV],VoltC2[mV],VoltC3[mV],VoltC4[mV],Current[mA],RSOC[%],ASOC[%],LStatus,IT Status[hex],Battery Status[hex],Manufacturing Status[hex],Operation Status A[hex],Operation Status B[hex],Safety Status A+B[hex],Safety Status C+D[hex]
37605.4,08.04.2022 7:53:13,18.9,12997,3261,3244,3248,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37606.7,08.04.2022 7:53:15,18.7,12997,3261,3244,3248,3245,-950,76,63,4,918,00C0,000E,187,0,0,0
37607.9,08.04.2022 7:53:16,19,12997,3263,3246,3250,3246,-949,76,63,4,918,00C0,000E,187,0,0,0
37609.2,08.04.2022 7:53:17,19.1,12997,3261,3244,3247,3245,-950,76,63,4,918,00C0,000E,187,0,0,0
37610.4,08.04.2022 7:53:18,19,12997,3261,3243,3247,3246,-949,76,63,4,918,00C0,000E,187,0,0,0
37611.7,08.04.2022 7:53:20,19,12997,3261,3244,3248,3245,-946,76,63,4,918,00C0,000E,187,0,0,0
37612.9,08.04.2022 7:53:21,18.7,12996,3261,3244,3247,3245,-950,76,63,4,918,00C0,000E,187,0,0,0
37614.2,08.04.2022 7:53:22,18.9,12997,3261,3243,3248,3245,-948,76,63,4,918,00C0,000E,187,0,0,0
37615.5,08.04.2022 7:53:23,19,12997,3261,3244,3248,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37616.7,08.04.2022 7:53:25,19,12997,3261,3244,3247,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37617.9,08.04.2022 7:53:26,19,12996,3261,3244,3247,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37619.2,08.04.2022 7:53:27,19,12997,3261,3244,3248,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37620.5,08.04.2022 7:53:28,18.9,12997,3261,3243,3248,3245,-947,76,63,4,918,00C0,000E,187,0,0,0
37621.7,08.04.2022 7:53:30,18.8,12996,3261,3243,3247,3246,-950,76,63,4,918,00C0,000E,187,0,0,0
37623.0,08.04.2022 7:53:31,19,12996,3261,3243,3248,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37624.2,08.04.2022 7:53:32,19.1,12997,3261,3244,3247,3245,-948,76,63,4,918,00C0,000E,187,0,0,0
37625.5,08.04.2022 7:53:33,19,12996,3261,3243,3248,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37626.7,08.04.2022 7:53:35,19.1,12997,3261,3243,3248,3245,-948,76,63,4,918,00C0,000E,187,0,0,0
37628.0,08.04.2022 7:53:36,18.8,12996,3261,3243,3248,3245,-957,76,63,4,918,00C0,000E,187,0,0,0
37629.3,08.04.2022 7:53:37,19,12996,3261,3243,3247,3245,-950,76,63,4,918,00C0,000E,187,0,0,0
37630.5,08.04.2022 7:53:38,18.9,12996,3261,3243,3248,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37631.8,08.04.2022 7:53:40,19.1,12996,3261,3243,3248,3245,-950,76,63,4,918,00C0,000E,187,0,0,0
37633.1,08.04.2022 7:53:41,19.1,12996,3261,3244,3248,3245,-948,76,63,4,918,00C0,000E,187,0,0,0
37634.3,08.04.2022 7:53:42,19.1,12997,3261,3243,3247,3245,-948,76,63,4,918,00C0,000E,187,0,0,0
37635.6,08.04.2022 7:53:43,19,12996,3261,3243,3247,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37636.8,08.04.2022 7:53:45,18.8,12995,3261,3243,3248,3245,-948,76,63,4,918,00C0,000E,187,0,0,0
37638.1,08.04.2022 7:53:46,19,12996,3263,3244,3248,3246,-950,76,63,4,918,00C0,000E,187,0,0,0
37639.4,08.04.2022 7:53:47,18.9,12996,3261,3243,3247,3245,-948,76,63,4,918,00C0,000E,187,0,0,0
37640.6,08.04.2022 7:53:48,19.1,12996,3261,3243,3247,3245,-948,76,63,4,918,00C0,000E,187,0,0,0
37641.9,08.04.2022 7:53:50,19.1,12995,3261,3244,3247,3245,-950,76,63,4,918,00C0,000E,187,0,0,0
37643.1,08.04.2022 7:53:51,18.8,12996,3261,3243,3247,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37644.4,08.04.2022 7:53:52,19.1,12996,3260,3243,3247,3245,-948,76,63,4,918,00C0,000E,187,0,0,0
37645.6,08.04.2022 7:53:53,18.9,12995,3261,3244,3247,3245,-949,76,63,4,918,00C0,000E,187,0,0,0
37646.8,08.04.2022 7:53:55,19.1,12996,3261,3243,3247,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37648.1,08.04.2022 7:53:56,19.1,12996,3261,3243,3247,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37649.4,08.04.2022 7:53:57,19.1,12996,3261,3244,3247,3245,-948,75,63,4,918,00C0,000E,187,0,0,0
37650.6,08.04.2022 7:53:58,19.1,12995,3261,3244,3247,3245,-948,75,63,4,918,00C0,000E,187,0,0,0
37651.8,08.04.2022 7:54:00,19.1,12996,3261,3243,3247,3245,-948,75,63,4,918,00C0,000E,187,0,0,0
37653.1,08.04.2022 7:54:01,19.1,12995,3260,3243,3247,3245,-950,75,63,4,918,00C0,000E,187,0,0,0
37654.4,08.04.2022 7:54:02,19.1,12995,3260,3243,3247,3245,-950,75,63,4,918,00C0,000E,187,0,0,0
37655.6,08.04.2022 7:54:03,19.1,12995,3260,3243,3247,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37656.8,08.04.2022 7:54:05,19.1,12996,3261,3243,3247,3245,-948,75,63,4,918,00C0,000E,187,0,0,0
37658.1,08.04.2022 7:54:06,18.9,12996,3261,3243,3247,3245,-948,75,63,4,918,00C0,000E,187,0,0,0
37659.4,08.04.2022 7:54:07,19.1,12995,3261,3243,3247,3245,-948,75,63,4,918,00C0,000E,187,0,0,0
37660.6,08.04.2022 7:54:08,19.2,12995,3261,3243,3247,3245,-947,75,63,4,918,00C0,000E,187,0,0,0
37661.9,08.04.2022 7:54:10,19.1,12995,3261,3243,3247,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37663.1,08.04.2022 7:54:11,19.1,12995,3261,3243,3247,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37664.4,08.04.2022 7:54:12,19.1,12995,3260,3244,3247,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37665.6,08.04.2022 7:54:13,19.1,12995,3261,3243,3247,3245,-948,75,63,4,918,00C0,000E,187,0,0,0
37666.9,08.04.2022 7:54:15,18.9,12995,3261,3243,3247,3245,-947,75,63,4,918,00C0,000E,187,0,0,0
37668.2,08.04.2022 7:54:16,19.1,12994,3261,3244,3248,3246,-949,75,63,4,918,00C0,000E,187,0,0,0
37669.4,08.04.2022 7:54:17,19.2,12995,3261,3243,3247,3245,-948,75,63,4,918,00C0,000E,187,0,0,0
37670.7,08.04.2022 7:54:19,19,12995,3260,3243,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37671.9,08.04.2022 7:54:20,19.1,12995,3261,3243,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37673.2,08.04.2022 7:54:21,19.2,12995,3260,3243,3247,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37674.4,08.04.2022 7:54:22,19.1,12995,3260,3243,3247,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37675.7,08.04.2022 7:54:24,19.2,12994,3260,3242,3247,3246,-948,75,63,4,918,00C0,000E,187,0,0,0
37677.0,08.04.2022 7:54:25,19.2,12994,3261,3243,3247,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37678.3,08.04.2022 7:54:26,19.1,12994,3260,3243,3246,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37679.5,08.04.2022 7:54:27,19.1,12995,3260,3243,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37680.8,08.04.2022 7:54:29,19.2,12995,3260,3243,3247,3245,-950,75,63,4,918,00C0,000E,187,0,0,0
37682.0,08.04.2022 7:54:30,19.2,12994,3261,3243,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37683.3,08.04.2022 7:54:31,19.2,12994,3260,3243,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37684.5,08.04.2022 7:54:32,19,12994,3260,3243,3246,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37685.8,08.04.2022 7:54:34,19.1,12994,3260,3243,3247,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37687.0,08.04.2022 7:54:35,19.1,12994,3260,3243,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37688.3,08.04.2022 7:54:36,19.1,12992,3260,3243,3246,3244,-957,75,63,4,918,00C0,000E,187,0,0,0
37689.6,08.04.2022 7:54:37,19.2,12993,3260,3243,3247,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37690.8,08.04.2022 7:54:39,18.9,12994,3260,3244,3247,3245,-947,75,63,4,918,00C0,000E,187,0,0,0
37692.1,08.04.2022 7:54:40,19.2,12994,3260,3242,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37693.3,08.04.2022 7:54:41,19.2,12994,3260,3243,3247,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37694.6,08.04.2022 7:54:42,19.2,12994,3260,3243,3247,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37695.8,08.04.2022 7:54:44,19.2,12994,3260,3243,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37697.1,08.04.2022 7:54:45,19,12994,3260,3243,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37698.4,08.04.2022 7:54:46,19,12994,3261,3243,3247,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37699.6,08.04.2022 7:54:47,19.2,12994,3260,3243,3247,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37700.8,08.04.2022 7:54:49,19.1,12994,3260,3243,3247,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37702.1,08.04.2022 7:54:50,19,12994,3261,3243,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37703.4,08.04.2022 7:54:51,19.2,12994,3260,3243,3247,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37704.6,08.04.2022 7:54:52,19.2,12994,3260,3243,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37705.9,08.04.2022 7:54:54,19,12994,3260,3242,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37707.1,08.04.2022 7:54:55,19.2,12992,3261,3243,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37708.4,08.04.2022 7:54:56,19.2,12994,3260,3242,3247,3244,-947,75,63,4,918,00C0,000E,187,0,0,0
37709.7,08.04.2022 7:54:58,19.1,12993,3260,3243,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37710.9,08.04.2022 7:54:59,19.2,12995,3260,3242,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37712.2,08.04.2022 7:55:00,19,12994,3260,3242,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37713.5,08.04.2022 7:55:01,19,12993,3260,3242,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37714.7,08.04.2022 7:55:03,18.9,12993,3260,3242,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37715.9,08.04.2022 7:55:04,19.2,12994,3260,3242,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37717.2,08.04.2022 7:55:05,19.2,12993,3260,3242,3246,3244,-951,75,63,4,918,00C0,000E,187,0,0,0
37718.5,08.04.2022 7:55:06,19.2,12993,3260,3242,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37719.7,08.04.2022 7:55:08,19.2,12993,3260,3242,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37721.0,08.04.2022 7:55:09,19.2,12993,3261,3243,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37722.2,08.04.2022 7:55:10,19.2,12994,3260,3243,3246,3245,-948,75,63,4,918,00C0,000E,187,0,0,0
37723.5,08.04.2022 7:55:11,19,12993,3260,3243,3247,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37724.7,08.04.2022 7:55:13,19.2,12993,3261,3242,3246,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37726.0,08.04.2022 7:55:14,19.2,12993,3260,3242,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37727.3,08.04.2022 7:55:15,19.1,12993,3261,3242,3247,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37728.5,08.04.2022 7:55:16,19.2,13003,3260,3242,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37729.8,08.04.2022 7:55:18,19.3,12993,3260,3242,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37731.0,08.04.2022 7:55:19,19.2,12992,3261,3242,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37732.3,08.04.2022 7:55:20,19.2,12993,3260,3242,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37733.5,08.04.2022 7:55:21,19.2,12993,3260,3242,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37734.8,08.04.2022 7:55:23,19.3,12993,3260,3242,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37736.0,08.04.2022 7:55:24,19.2,12992,3260,3242,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37737.3,08.04.2022 7:55:25,19.3,12992,3260,3242,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37738.6,08.04.2022 7:55:26,19.1,12993,3260,3243,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37739.8,08.04.2022 7:55:28,19.2,12993,3260,3243,3247,3245,-949,75,63,4,918,00C0,000E,187,0,0,0
37741.0,08.04.2022 7:55:29,19.2,12992,3260,3242,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37742.3,08.04.2022 7:55:30,19.3,12992,3260,3243,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37743.6,08.04.2022 7:55:31,19.2,12992,3260,3242,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37744.8,08.04.2022 7:55:33,19,12992,3260,3242,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37746.0,08.04.2022 7:55:34,19.2,12991,3260,3242,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37747.3,08.04.2022 7:55:35,19.3,12992,3260,3243,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37748.6,08.04.2022 7:55:36,19.1,12992,3260,3243,3246,3244,-959,75,63,4,918,00C0,000E,187,0,0,0
37749.8,08.04.2022 7:55:38,19.3,12992,3260,3242,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37751.1,08.04.2022 7:55:39,19.1,12991,3260,3242,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37752.3,08.04.2022 7:55:40,19.2,12992,3260,3242,3246,3244,-948,75,63,4,918,00C0,000E,187,0,0,0
37753.6,08.04.2022 7:55:41,19.1,12991,3260,3242,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37754.8,08.04.2022 7:55:43,19.2,12991,3260,3242,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37756.1,08.04.2022 7:55:44,19.3,12992,3260,3242,3246,3244,-950,75,63,4,918,00C0,000E,187,0,0,0
37757.3,08.04.2022 7:55:45,19.3,12992,3260,3242,3246,3244,-949,75,63,4,918,00C0,000E,187,0,0,0
37758.6,08.04.2022 7:55:46,19.2,12998,3260,3242,3246,3244,-951,75,63,4,918,00C0,000E,187,0,0,0
37759.9,08.04.2022 7:55:48,19.2,12992,3260,3242,3246,3244,-950,75,62,4,918,00C0,000E,187,0,0,0
37761.1,08.04.2022 7:55:49,19.3,12991,3260,3242,3246,3244,-950,75,62,4,918,00C0,000E,187,0,0,0
37762.3,08.04.2022 7:55:50,19.3,12991,3260,3242,3246,3244,-950,75,62,4,918,00C0,000E,187,0,0,0
37763.6,08.04.2022 7:55:51,19.2,12991,3260,3242,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37764.9,08.04.2022 7:55:53,19.3,12991,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37766.1,08.04.2022 7:55:54,19.3,12991,3260,3242,3246,3244,-947,75,62,4,918,00C0,000E,187,0,0,0
37767.4,08.04.2022 7:55:55,19.3,12991,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37768.6,08.04.2022 7:55:56,19.1,12990,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37769.9,08.04.2022 7:55:58,19.3,12992,3260,3242,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37771.1,08.04.2022 7:55:59,19.2,12990,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37772.4,08.04.2022 7:56:00,19.3,12991,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37773.7,08.04.2022 7:56:02,19.3,12990,3260,3243,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37774.9,08.04.2022 7:56:03,19.1,12992,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37776.1,08.04.2022 7:56:04,19.3,12991,3260,3242,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37777.4,08.04.2022 7:56:05,19.2,12991,3260,3242,3247,3244,-950,75,62,4,918,00C0,000E,187,0,0,0
37778.7,08.04.2022 7:56:07,19.3,12990,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37779.9,08.04.2022 7:56:08,19.3,12991,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37781.1,08.04.2022 7:56:09,19.1,12991,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37782.4,08.04.2022 7:56:10,19.3,12991,3260,3242,3246,3243,-949,75,62,4,918,00C0,000E,187,0,0,0
37783.7,08.04.2022 7:56:12,19.1,12991,3260,3242,3247,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37784.9,08.04.2022 7:56:13,19.2,12991,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37786.2,08.04.2022 7:56:14,19.1,12991,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37787.4,08.04.2022 7:56:15,19.3,12991,3260,3242,3246,3244,-947,75,62,4,918,00C0,000E,187,0,0,0
37788.7,08.04.2022 7:56:17,19.4,13001,3260,3242,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37790.0,08.04.2022 7:56:18,19.1,12991,3260,3242,3246,3244,-947,75,62,4,918,00C0,000E,187,0,0,0
37791.2,08.04.2022 7:56:19,19.4,12990,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37792.5,08.04.2022 7:56:20,19.3,12990,3259,3242,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37793.7,08.04.2022 7:56:22,19.2,12990,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37795.0,08.04.2022 7:56:23,19.3,12991,3260,3242,3246,3244,-947,75,62,4,918,00C0,000E,187,0,0,0
37796.2,08.04.2022 7:56:24,19.3,12990,3260,3242,3246,3244,-947,75,62,4,918,00C0,000E,187,0,0,0
37797.5,08.04.2022 7:56:25,19.3,12990,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37798.8,08.04.2022 7:56:27,19.2,12991,3260,3242,3246,3243,-946,75,62,4,918,00C0,000E,187,0,0,0
37800.0,08.04.2022 7:56:28,19.3,12992,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37801.3,08.04.2022 7:56:29,19.3,12990,3260,3242,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37802.5,08.04.2022 7:56:30,19.3,12991,3259,3242,3246,3243,-949,75,62,4,918,00C0,000E,187,0,0,0
37803.8,08.04.2022 7:56:32,19.3,12990,3260,3242,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37805.0,08.04.2022 7:56:33,19.1,12991,3260,3242,3246,3243,-948,75,62,4,918,00C0,000E,187,0,0,0
37806.3,08.04.2022 7:56:34,19.3,12990,3259,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37807.5,08.04.2022 7:56:35,19.4,12990,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37808.8,08.04.2022 7:56:37,19.3,12990,3260,3242,3245,3244,-956,75,62,4,918,00C0,000E,187,0,0,0
37810.1,08.04.2022 7:56:38,19.4,12990,3259,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37811.3,08.04.2022 7:56:39,19.3,12990,3260,3242,3245,3244,-947,75,62,4,918,00C0,000E,187,0,0,0
37812.6,08.04.2022 7:56:40,19.4,12990,3259,3242,3245,3243,-949,75,62,4,918,00C0,000E,187,0,0,0
37813.8,08.04.2022 7:56:42,19.2,12990,3259,3242,3246,3243,-949,75,62,4,918,00C0,000E,187,0,0,0
37815.1,08.04.2022 7:56:43,19.3,12990,3260,3242,3246,3244,-947,75,62,4,918,00C0,000E,187,0,0,0
37816.3,08.04.2022 7:56:44,19.3,12990,3260,3242,3245,3243,-948,75,62,4,918,00C0,000E,187,0,0,0
37817.6,08.04.2022 7:56:45,19.4,12990,3260,3242,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37818.8,08.04.2022 7:56:47,19.3,12999,3259,3242,3246,3243,-947,75,62,4,918,00C0,000E,187,0,0,0
37820.1,08.04.2022 7:56:48,19.2,12989,3259,3242,3246,3243,-950,75,62,4,918,00C0,000E,187,0,0,0
37821.3,08.04.2022 7:56:49,19.4,12989,3259,3242,3246,3243,-947,75,62,4,918,00C0,000E,187,0,0,0
37822.6,08.04.2022 7:56:50,19.2,12990,3259,3242,3245,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37823.8,08.04.2022 7:56:52,19.3,12990,3259,3242,3246,3243,-949,75,62,4,918,00C0,000E,187,0,0,0
37825.1,08.04.2022 7:56:53,19.4,12989,3259,3242,3246,3243,-948,75,62,4,918,00C0,000E,187,0,0,0
37826.4,08.04.2022 7:56:54,19.4,12990,3260,3242,3246,3244,-948,75,62,4,918,00C0,000E,187,0,0,0
37827.6,08.04.2022 7:56:55,19.4,12989,3259,3241,3245,3243,-949,75,62,4,918,00C0,000E,187,0,0,0
37828.9,08.04.2022 7:56:57,19.2,12990,3260,3242,3246,3244,-949,75,62,4,918,00C0,000E,187,0,0,0
37830.1,08.04.2022 7:56:58,19.4,12989,3259,3242,3246,3243,-948,75,62,4,918,00C0,000E,187,0,0,0
37831.3,08.04.2022 7:56:59,19.3,12989,3259,3242,3246,3243,-948,75,62,4,918,00C0,000E,187,0,0,0
37832.6,08.04.2022 7:57:00,19.3,12990,3259,3242,3246,3243,-950,75,62,4,918,00C0,000E,187,0,0,0
37833.9,08.04.2022 7:57:02,19.4,12989,3259,3241,3246,3243,-948,75,62,4,918,00C0,000E,187,0,0,0
37835.1,08.04.2022 7:57:03,19.2,12989,3259,3242,3246,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37836.4,08.04.2022 7:57:04,19.4,12989,3260,3242,3246,3244,-949,74,62,4,918,00C0,000E,187,0,0,0
37837.6,08.04.2022 7:57:05,19.2,12989,3259,3241,3246,3243,-947,74,62,4,918,00C0,000E,187,0,0,0
37838.9,08.04.2022 7:57:07,19.3,12989,3260,3242,3245,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37840.1,08.04.2022 7:57:08,19.4,12989,3260,3241,3246,3244,-948,74,62,4,918,00C0,000E,187,0,0,0
37841.4,08.04.2022 7:57:09,19.4,12988,3259,3242,3245,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37842.6,08.04.2022 7:57:10,19.4,12989,3259,3241,3245,3243,-947,74,62,4,918,00C0,000E,187,0,0,0
37843.9,08.04.2022 7:57:12,19.4,12989,3260,3242,3245,3243,-946,74,62,4,918,00C0,000E,187,0,0,0
37845.1,08.04.2022 7:57:13,19.4,12989,3259,3241,3245,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37846.4,08.04.2022 7:57:14,19.4,12989,3259,3242,3246,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37847.6,08.04.2022 7:57:15,19.4,12989,3259,3241,3245,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37848.9,08.04.2022 7:57:17,19.4,12988,3260,3242,3245,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37850.2,08.04.2022 7:57:18,19.2,12989,3259,3242,3245,3243,-947,74,62,4,918,00C0,000E,187,0,0,0
37851.4,08.04.2022 7:57:19,19.2,12989,3259,3241,3245,3243,-949,74,62,4,918,00C0,000E,187,0,0,0
37852.6,08.04.2022 7:57:20,19.2,12989,3259,3241,3246,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37853.9,08.04.2022 7:57:22,19.4,12988,3259,3241,3245,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37855.2,08.04.2022 7:57:23,19.4,12989,3259,3242,3245,3243,-948,74,62,4,918,00C0,000E,187,0,0,0
37856.4,08.04.2022 7:57:24,19.4,12988,3260,3241,3245,3243,-947,74,62,4,918,00C0,000E,187,0,0,0
37857.6,08.04.2022 7:57:26,19.4,12988,3259,3241,3245,3243,-949,74,62,4,918,00C0,000E,187,0,0,0
37858.9,08.04.2022 7:57:27,19.2,12987,3259,3241,3245,3243,-950,74,62,4,918,00C0,000E,187,0,0,0
37860.2,08.04.2022 7:57:28,19.4,12989,3259,3241,3245,3243,-947,74,62,4,918,00C0,000E,187,0,0,0
37861.4,08.04.2022 7:57:29,19.4,12988,3259,3241,3245,3243,-949,74,62,4,918,00C0,000E,187,0,0,0
37862.7,08.04.2022 7:57:31,19.2,12989,3259,3241,3245,3243,-949,74,62,4,918,00C0,000E,187,0,0,0
37863.9,08.04.2022 7:57:32,19.4,12988,3259,3241,3245,3244,-948,74,62,4,918,00C0,000E,187,0,0,0
37865.2,08.04.2022 7:57:33,19.2,12988,3259,3241,3245,3243,-950,74,62,4,918,00C0,000E,187,0,0,0
37866.4,08.04.2022 7:57:34,19.4,12988,3259,3241,3245,3243,-949,74,62,4,918,00C0,000E,187,0,0,0
37867.7,08.04.2022 7:57:36,19.2,12988,3259,3241,3245,3239,-948,74,62,4,918,00C0,000E,187,0,0,0
37868.9,08.04.2022 7:57:37,19.4,12987,3259,3241,3245,3243,-956,74,62,4,918,00C0,000E,187,0,0,0
37870.2,08.04.2022 7:57:38,19.4,12988,3259,3241,3245,3243,-949,74,62,4,918,00C0,000E,187,0,0,0
37871.4,08.04.2022 7:57:39,19.4,12987,3259,3241,3245,3243,-949,74,62,4,918,00C0,000E,187,0,0,0
37872.7,08.04.2022 7:57:41,19.4,12988,3259,3241,3245,3243,-949,74,62,4,918,00C0,000E,187,0,0,0
37874.0,08.04.2022 7:57:42,19.4,12987,3259,3241,3245,3243,-949,74,62,4,918,00C0,000E,187,0,0,0
37875.2,08.04.2022 7:57:43,19.4,12988,3259,3241,3245,3243,-950,74,62,4,918,00C0,000E,187,0,0,0
37876.4,08.04.2022 7:57:44,19.3,12987,3259,3241,3246,3243,-947,74,62,4,918,00C0,000E,187,0,0,0
